"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"984","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-62.875,46.625,"SSP5-8.5","SST",0.674011411,0,0.685230501,0.536973191,0.991342046,0.098091961,0.502202025,0.528927409,0.135335283,0.828104675,0.857139936,0.022360889,0.474053776,0.323143157,0.53014086,0.365219037,0.460735196,0.4435291,0.472006261,0.26586331,"High","Low","Moderate","Moderate","Low","Critical","High","High","Moderate","Critical","Critical","Low","Moderate","Moderate","High","High"
"985","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-62.625,46.625,"SSP5-8.5","SST",0.712478504,0,0.70468809,0.538571159,0.991342046,0.098091961,0.502202025,0.534225022,0.149568619,0.828104675,0.861770715,0.022167744,0.488934438,0.335679548,0.531465264,0.365222776,0.465402938,0.441538492,0.478737721,0.252964793,"High","Low","High","Moderate","Low","Critical","High","High","Moderate","Critical","Critical","Low","High","Moderate","High","High"
"986","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-62.375,46.625,"SSP5-8.5","SST",0.742887184,0,0.670990701,0.526858789,0.991342046,0.098091961,0.502202025,0.535888601,0.149568619,0.828104675,0.854561617,0.026397997,0.485184169,0.335695975,0.531881158,0.365227913,0.464658227,0.437976965,0.47671619,0.243865817,"Critical","Low","Moderate","Moderate","Low","Critical","High","High","Moderate","Critical","Critical","Low","High","Moderate","High","High"
"987","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-62.125,46.625,"SSP5-8.5","SST",0.747408472,0,0.670990701,0.562848231,0.991342046,0.098091961,0.502202025,0.53768319,0.149568619,0.828104675,0.854309689,0.039263813,0.495311851,0.338777585,0.532329805,0.365235579,0.467811699,0.433637204,0.481556414,0.243714558,"Critical","Low","Moderate","Moderate","Low","Critical","High","High","Moderate","Critical","Critical","Low","High","Moderate","High","High"
"988","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-61.875,46.625,"SSP5-8.5","SST",0.729641056,0,0.647912255,0.57132081,0.991342046,0.098091961,0.502202025,0.539764024,0.149568619,0.828104675,0.855191266,0.054962491,0.48721853,0.331182852,0.532850014,0.365247227,0.471956763,0.428768919,0.479041874,0.238081966,"Critical","Low","Moderate","High","Low","Critical","High","High","Moderate","Critical","Critical","Low","High","Moderate","High","High"
"989","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-61.625,46.625,"SSP5-8.5","SST",0.716846756,0,0.647912255,0.57188568,0.991342046,0.098091961,0.502202025,0.54241582,0.149568619,0.828104675,0.853384728,0.324178865,0.484161173,0.328158817,0.533512963,0.365266366,0.538809222,0.356007512,0.497098475,0.131956122,"High","Low","Moderate","High","Low","Critical","High","High","Moderate","Critical","Critical","High","High","Moderate","Critical","High"
"990","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-61.375,46.625,"SSP5-8.5","SST",0.714724745,0,0.625627583,0.562629027,0.991342046,0.098091961,0.502202025,0.544733374,0.149568619,0.828104675,0.851944462,0.043426098,0.475745339,0.32324307,0.534092352,0.365287032,0.468260964,0.431566912,0.473035645,0.24587643,"High","Low","Moderate","Moderate","Low","Critical","High","High","Moderate","Critical","Critical","Low","Moderate","Moderate","High","High"
"991","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-61.125,46.625,"SSP5-8.5","SST",0.720027543,0,0.761817701,0.544681108,0.991342046,0.098091961,0.502202025,0.546650058,0.149568619,0.828104675,0.871055239,0.018898148,0.506631588,0.350609525,0.534571523,0.3653069,0.46690667,0.445426814,0.485374751,0.249750188,"Critical","Low","High","Moderate","Low","Critical","High","High","Moderate","Critical","Critical","Low","High","Moderate","High","High"
"992","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-60.125,46.625,"SSP5-8.5","SST",0.553599187,0,0.434743099,0.64353688,0.991342046,0.098091961,0.502202025,0.536375613,0.130898465,0.828104675,0.810591453,0.083017878,0.407969791,0.28510579,0.532002911,0.365229775,0.463153118,0.411824797,0.444564074,0.20554797,"High","Low","Moderate","High","Low","Critical","High","High","Moderate","Critical","Critical","Low","Moderate","Moderate","High","High"
"993","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-59.875,46.625,"SSP5-8.5","SST",0.488191744,0,0.641155537,0.641237776,0.991342046,0.098091961,0.502202025,0.532525753,0.130898465,0.828104675,0.785729592,0.108606815,0.442646264,0.303784258,0.531040446,0.365219484,0.463334887,0.397215863,0.458772864,0.200056543,"Moderate","Low","Moderate","High","Low","Critical","High","High","Moderate","Critical","Critical","Low","Moderate","Moderate","High","High"
"994","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-59.625,46.625,"SSP5-8.5","SST",0.44306885,0,0.592881932,0.653758548,0.991342046,0.098091961,0.502202025,0.534983593,0.096971968,0.828104675,0.777959969,0.045586038,0.422427333,0.295206044,0.531654906,0.365224883,0.437155663,0.423493575,0.444096961,0.251050238,"Moderate","Low","Moderate","High","Low","Critical","High","High","Moderate","Critical","Critical","Low","Moderate","Moderate","High","High"
"995","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-59.375,46.625,"SSP5-8.5","SST",0.423951675,0,0.134288067,0.671614171,0.991342046,0.098091961,0.502202025,0.535052292,0.096971968,0.828104675,0.726725051,0.045056801,0.307463478,0.300387938,0.531672081,0.365225094,0.424214624,0.410482701,0.402758462,0.151295585,"Moderate","Low","Low","High","Low","Critical","High","High","Moderate","Critical","Critical","Low","Moderate","Moderate","High","Moderate"
"996","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-59.125,46.625,"SSP5-8.5","SST",0.406486449,0,0.055353021,0.669165217,0.991342046,0.098091961,0.502202025,0.528080673,0.096971968,0.828104675,0.714036493,0.121986102,0.282751172,0.31426336,0.529929176,0.365220221,0.440274809,0.384933763,0.404699389,0.175449815,"Moderate","Low","Low","High","Low","Critical","High","High","Moderate","Critical","Critical","Moderate","Moderate","Moderate","High","Moderate"
"997","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-58.875,46.625,"SSP5-8.5","SST",0.408959338,0,0.072055396,0.679165149,0.991342046,0.098091961,0.502202025,0.534318426,0.069483451,0.828104675,0.729331526,0.637701239,0.290044971,0.314748937,0.531488614,0.365223014,0.566155223,0.340120421,0.457835881,0.318528689,"Moderate","Low","Low","High","Low","Critical","High","High","Low","Critical","Critical","Critical","Moderate","Moderate","Critical","High"
"998","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-58.625,46.625,"SSP5-8.5","SST",0.417498264,0,0.059964653,0.667506714,0.991342046,0.098091961,0.502202025,0.542605489,0.069483451,0.828104675,0.724751796,0.525871138,0.286242408,0.313967572,0.53356038,0.365267919,0.537052765,0.336000115,0.443721355,0.292622034,"Moderate","Low","Low","High","Low","Critical","High","High","Low","Critical","Critical","Critical","Moderate","Moderate","Critical","High"
"999","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-58.375,46.625,"SSP5-8.5","SST",0.424925979,0,0.059677035,0.68458522,0.991342046,0.098091961,0.502202025,0.557905047,0.069483451,0.828104675,0.723220839,0.872188947,0.292297058,0.321988653,0.53738527,0.365474252,0.623249478,0.374427383,0.47995177,0.325656115,"Moderate","Low","Low","High","Low","Critical","High","High","Low","Critical","Critical","Critical","Moderate","Moderate","Critical","High"
"1000","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-58.125,46.625,"SSP5-8.5","SST",0.422986526,0,0.045638665,0.692013071,0.991342046,0.098091961,0.502202025,0.57295697,0.069483451,0.828104675,0.7207269,0.258517446,0.290159566,0.328183021,0.54114825,0.365833264,0.469208118,0.363427574,0.413343726,0.18827834,"Moderate","Low","Low","High","Low","Critical","High","High","Low","Critical","Critical","Moderate","Moderate","Moderate","High","Moderate"
"1001","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-57.875,46.625,"SSP5-8.5","SST",0.414532818,0,0.054691103,0.709303423,0.991342046,0.098091961,0.502202025,0.58160835,0.069483451,0.828104675,0.695416859,0.097794194,0.294631836,0.332018195,0.543311096,0.366109476,0.422699795,0.395412506,0.396884226,0.165532149,"Moderate","Low","Low","Critical","Low","Critical","High","Moderate","Low","Critical","Critical","Low","Moderate","Moderate","High","Moderate"
"1002","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-57.625,46.625,"SSP5-8.5","SST",0.406155255,0,0.111804888,0.725883409,0.991342046,0.098091961,0.502202025,0.594425017,0.069483451,0.828104675,0.696990522,0.115745987,0.310960888,0.325362594,0.546515262,0.366612117,0.427581159,0.390928653,0.40024328,0.127056212,"Moderate","Low","Low","Critical","Low","Critical","High","Moderate","Low","Critical","Critical","Moderate","Moderate","Moderate","High","Moderate"
"1003","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-57.375,46.625,"SSP5-8.5","SST",0.402179125,0,0.669662154,0.722083375,0.991342046,0.098091961,0.502202025,0.601909373,0.069483451,0.828104675,0.659978082,0.319600708,0.448481164,0.330180978,0.548386351,0.366957078,0.469291729,0.340275416,0.456529734,0.091640096,"Moderate","Low","Moderate","Critical","Low","Critical","High","Moderate","Low","Critical","Critical","High","Moderate","Moderate","High","High"
"1004","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-57.125,46.625,"SSP5-8.5","SST",0.398747578,0,0.72469819,0.713387999,0.991342046,0.098091961,0.502202025,0.603785654,0.069483451,0.828104675,0.654492206,0.034859311,0.459208442,0.341379536,0.548855421,0.367049488,0.396734911,0.404378603,0.443066604,0.232188391,"Moderate","Low","High","Critical","Low","Critical","High","Moderate","Low","Critical","Critical","Low","Moderate","Moderate","High","High"
"1005","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-56.875,46.625,"SSP5-8.5","SST",0.389306763,0,0.627216272,0.712166761,0.991342046,0.098091961,0.502202025,0.599401581,0.069483451,0.828104675,0.660953872,0.019735217,0.432172449,0.318877929,0.547759403,0.366837275,0.394569304,0.410323068,0.432212828,0.247318111,"Moderate","Low","Moderate","Critical","Low","Critical","High","Moderate","Low","Critical","Critical","Low","Moderate","Moderate","High","High"
"1006","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-56.625,46.625,"SSP5-8.5","SST",0.371859428,0,0.595710779,0.755747432,0.991342046,0.098091961,0.502202025,0.585806936,0.069483451,0.828104675,0.6598271,0.05365011,0.43082941,0.32754085,0.544360742,0.366261862,0.402766334,0.399980233,0.434183533,0.206580265,"Moderate","Low","Moderate","Critical","Low","Critical","High","Moderate","Low","Critical","Critical","Low","Moderate","Moderate","High","High"
"1007","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-56.375,46.625,"SSP5-8.5","SST",0.348499013,0,0.551562566,0.734722655,0.991342046,0.098091961,0.502202025,0.570635545,0.069483451,0.828104675,0.625426006,0.021205011,0.408696058,0.314833465,0.540567894,0.365767818,0.386054786,0.402508573,0.42315165,0.226717602,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1008","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-56.125,46.625,"SSP5-8.5","SST",0.321912373,0,0.567629513,0.770030046,0.991342046,0.098091961,0.502202025,0.557492662,0.069483451,0.828104675,0.619062854,0.026563079,0.414892983,0.331779225,0.537282174,0.365466593,0.385803515,0.399646639,0.42666307,0.207551312,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1009","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-55.875,46.625,"SSP5-8.5","SST",0.287787998,0,0.354871332,0.784593697,0.991342046,0.098091961,0.502202025,0.547740379,0.069483451,0.828104675,0.612531857,0.066406323,0.356813257,0.324078212,0.534844103,0.365319324,0.394131577,0.3867952,0.408451219,0.148539733,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1010","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-55.625,46.625,"SSP5-8.5","SST",0.248106923,0,0.471384213,0.788554042,0.991342046,0.098091961,0.502202025,0.533500766,0.069483451,0.828104675,0.610988469,0.08267672,0.377011295,0.335175344,0.531284199,0.365221131,0.397813329,0.381971148,0.417635017,0.143341052,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1011","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-55.375,46.625,"SSP5-8.5","SST",0.224543226,0,0.440872306,0.770358714,0.991342046,0.098091961,0.502202025,0.5291487,0.069483451,0.828104675,0.605976161,0.176758972,0.358943561,0.328064362,0.530196183,0.365218809,0.420080815,0.357381487,0.417737333,0.088671254,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Moderate","Moderate","Moderate","High","Moderate"
"1012","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-55.125,46.625,"SSP5-8.5","SST",0.224565699,0,0.351410593,0.750651561,0.991342046,0.098091961,0.502202025,0.522917658,0.069483451,0.828104675,0.606360237,0.127793943,0.331656963,0.314860582,0.528638422,0.365238054,0.407935577,0.369207978,0.406601417,0.124067702,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Moderate","Moderate","Moderate","High","Moderate"
"1013","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-54.875,46.625,"SSP5-8.5","SST",0.2431399,0,0.238115364,0.741001796,0.991342046,0.098091961,0.502202025,0.525600018,0.069483451,0.828104675,0.668406731,0.324549621,0.305564265,0.311673718,0.529309013,0.365226512,0.47263612,0.341147921,0.421514558,0.167525079,"Moderate","Low","Low","Critical","Low","Critical","High","High","Low","Critical","Critical","High","Moderate","Moderate","High","Moderate"
"1014","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-54.625,46.625,"SSP5-8.5","SST",0.253038727,0,0.380602407,0.75405798,0.991342046,0.098091961,0.502202025,0.518260769,0.069483451,0.828104675,0.665846178,0.052526595,0.346924778,0.314145942,0.5274742,0.365269789,0.403990225,0.401606388,0.41086525,0.164894859,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","Critical","Low","Moderate","Moderate","High","Moderate"
"1015","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-54.375,46.625,"SSP5-8.5","SST",0.243315499,0,0.606074707,0.74334263,0.991342046,0.098091961,0.502202025,0.510994519,0.069483451,0.828104675,0.587633221,0.04473478,0.398183209,0.33906134,0.525657638,0.365348942,0.382489032,0.388461868,0.423928659,0.186433463,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1016","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-54.125,46.625,"SSP5-8.5","SST",0.216388828,0,0.64005063,0.701113404,0.991342046,0.098091961,0.502202025,0.500738142,0.069483451,0.828104675,0.58198113,0.036732201,0.389388216,0.337419723,0.523093544,0.365522104,0.379075364,0.389805108,0.421160511,0.192086042,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1017","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-53.875,46.625,"SSP5-8.5","SST",0.192523552,0,0.67357847,0.67906285,0.991342046,0.098091961,0.502202025,0.497754778,0.069483451,0.828104675,0.571119527,0.02935108,0.386291218,0.344003879,0.522347702,0.365585963,0.374514683,0.390119346,0.419535476,0.19558032,"Moderate","Low","Moderate","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1018","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-53.625,46.625,"SSP5-8.5","SST",0.17814892,0,0.576221011,0.63592672,0.991342046,0.098091961,0.502202025,0.488500144,0.069483451,0.828104675,0.558709619,0.027261945,0.347574163,0.30818787,0.520034044,0.36582269,0.370889923,0.388693374,0.405746472,0.201521266,"Low","Low","Moderate","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1019","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-53.375,46.625,"SSP5-8.5","SST",0.164274251,0,0.965605416,0.60423288,0.991342046,0.098091961,0.502202025,0.478804861,0.069483451,0.828104675,0.545083515,0.034588259,0.433528137,0.436917475,0.517610223,0.366133255,0.369314975,0.384414484,0.436469657,0.204295632,"Low","Low","Critical","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","High"
"1020","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-53.125,46.625,"SSP5-8.5","SST",0.147791623,0,0.740647262,0.62779579,0.991342046,0.098091961,0.502202025,0.466282474,0.069483451,0.828104675,0.510153918,0.049355839,0.379058669,0.360456371,0.514479626,0.366628859,0.364274471,0.375275349,0.417965418,0.197610554,"Low","Low","High","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1021","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-52.875,46.625,"SSP5-8.5","SST",0.134885792,0,0.408199195,0.683168341,0.991342046,0.098091961,0.502202025,0.453580616,0.069483451,0.828104675,0.49379751,0.018470161,0.306563332,0.303103632,0.511304162,0.367239953,0.35246395,0.38202927,0.393281329,0.225211103,"Low","Low","Moderate","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1022","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-52.625,46.625,"SSP5-8.5","SST",0.151852861,0,0.282825813,0.724643192,0.991342046,0.098091961,0.502202025,0.45283496,0.069483451,0.828104675,0.481550871,0.128930089,0.289830467,0.312063396,0.511117748,0.367279208,0.377017272,0.351440569,0.395111233,0.194896086,"Low","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Moderate","Moderate","Moderate","High","Moderate"
"1023","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-52.375,46.625,"SSP5-8.5","SST",0.159924891,0,0.268837543,0.728026703,0.991342046,0.098091961,0.502202025,0.46107394,0.069483451,0.828104675,0.577208551,0.087710064,0.289197284,0.312693779,0.513177493,0.36686627,0.390626685,0.374651501,0.398347084,0.200416901,"Low","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1024","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-52.125,46.625,"SSP5-8.5","SST",0.161547769,0,0.498301727,0.725841829,0.991342046,0.098091961,0.502202025,0.467514148,0.069483451,0.828104675,0.596264218,0.074738491,0.346422831,0.327217329,0.514787545,0.3665754,0.392147709,0.381480826,0.413426586,0.17162135,"Low","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1025","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-51.875,46.625,"SSP5-8.5","SST",0.177214075,0,0.451781675,0.754803329,0.991342046,0.098091961,0.502202025,0.472877431,0.069483451,0.828104675,0.59667376,0.11733126,0.34594977,0.329906352,0.516128366,0.366354593,0.402898287,0.370163651,0.415346096,0.148046637,"Low","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Moderate","Moderate","Moderate","High","Moderate"
"1026","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-51.625,46.625,"SSP5-8.5","SST",0.202173595,0,0.516206718,0.729728569,0.991342046,0.098091961,0.502202025,0.483141433,0.069483451,0.828104675,0.595071354,0.050976937,0.362027221,0.324341635,0.518694366,0.365986439,0.385909104,0.387982182,0.415014992,0.181302876,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1027","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-51.375,46.625,"SSP5-8.5","SST",0.221528099,0,0.535608837,0.704154349,0.991342046,0.098091961,0.502202025,0.494779333,0.069483451,0.828104675,0.588530686,0.034543736,0.365322821,0.315141142,0.521603841,0.365655702,0.380165637,0.391596431,0.413295709,0.195245658,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1028","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-51.125,46.625,"SSP5-8.5","SST",0.234146067,0,0.542481852,0.693012501,0.991342046,0.098091961,0.502202025,0.499948819,0.069483451,0.828104675,0.578772973,0.058347474,0.367410105,0.310599703,0.522896213,0.365538408,0.383677143,0.383029713,0.413800458,0.181434673,"Moderate","Low","Moderate","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1029","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-50.875,46.625,"SSP5-8.5","SST",0.241765993,0,0.545327905,0.691132951,0.991342046,0.098091961,0.502202025,0.50477772,0.069483451,0.828104675,0.580843126,0.045281912,0.369556712,0.309413112,0.524103438,0.365445322,0.380928291,0.387121445,0.413495024,0.192293985,"Moderate","Low","Moderate","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1030","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-50.625,46.625,"SSP5-8.5","SST",0.242380946,0,0.573645317,0.688488209,0.991342046,0.098091961,0.502202025,0.504196045,0.069483451,0.828104675,0.580310728,0.047033525,0.376128618,0.314082016,0.523958019,0.365455691,0.381233095,0.386524387,0.416017267,0.191855328,"Moderate","Low","Moderate","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1031","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-50.375,46.625,"SSP5-8.5","SST",0.241065034,0,0.507322693,0.681819097,0.991342046,0.098091961,0.502202025,0.506168826,0.069483451,0.828104675,0.575469248,0.064882014,0.357551706,0.299440065,0.524451215,0.365421461,0.384484847,0.380633439,0.409528587,0.177634301,"Moderate","Low","Moderate","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1032","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-50.125,46.625,"SSP5-8.5","SST",0.244125623,0,0.592185116,0.69918623,0.991342046,0.098091961,0.502202025,0.510896182,0.069483451,0.828104675,0.583680416,0.047249195,0.383874242,0.321301613,0.525633053,0.365350261,0.382129434,0.387043925,0.418435837,0.189183009,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1033","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-49.875,46.625,"SSP5-8.5","SST",0.254346027,0,0.599895383,0.720365962,0.991342046,0.098091961,0.502202025,0.521804485,0.069483451,0.828104675,0.620909447,0.083604415,0.393651843,0.328454156,0.528360129,0.36524429,0.400525497,0.383588689,0.425084872,0.156333954,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1034","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-49.625,46.625,"SSP5-8.5","SST",0.270479455,0,0.591607052,0.723993172,0.991342046,0.098091961,0.502202025,0.530308122,0.069483451,0.828104675,0.627296667,0.108254823,0.39651992,0.325787234,0.530486038,0.365218161,0.408284904,0.3781619,0.426979023,0.139394274,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1035","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-49.375,46.625,"SSP5-8.5","SST",0.293674516,0,0.591555364,0.703204197,0.991342046,0.098091961,0.502202025,0.531585134,0.069483451,0.828104675,0.628791356,0.088082439,0.397108519,0.316173955,0.530805291,0.365218511,0.40361548,0.383883908,0.425930327,0.166547693,"Moderate","Low","Moderate","Critical","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
"1036","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-49.125,46.625,"SSP5-8.5","SST",0.318828776,0,0.610263765,0.689938622,0.991342046,0.098091961,0.502202025,0.529452514,0.069483451,0.828104675,0.633980097,0.072009594,0.404757791,0.313461043,0.530272136,0.36521855,0.400894455,0.389373854,0.428481241,0.191467977,"Moderate","Low","Moderate","High","Low","Critical","High","High","Low","Critical","Critical","Low","Moderate","Moderate","High","Moderate"
"1037","American Lobster","Homarus americanus","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",-48.875,46.625,"SSP5-8.5","SST",0.329401686,0,0.588774204,0.691464953,0.991342046,0.098091961,0.502202025,0.523164679,0.069483451,0.828104675,0.628871544,0.102215603,0.402410211,0.308517101,0.528700178,0.365236785,0.407168818,0.380073223,0.429354334,0.174606327,"Moderate","Low","Moderate","High","Low","Critical","High","High","Low","Critical","High","Low","Moderate","Moderate","High","Moderate"
